Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
sb_amazon_ecode_11,snowball_payment_info,,text,Amazon link Dollar Amount 1,,Write the total dollar amount for specific link.,integer,0,99999,,"[screening_process_arm_1][sb_ecode_amount] = ""1"" or [screening_process_arm_1][sb_ecode_amount] = ""2"" or [screening_process_arm_1][sb_ecode_amount] = ""3"" or [screening_process_arm_1][sb_ecode_amount] = ""4"" or [screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_amazon_ecode_12,snowball_payment_info,,text,Amazon link Dollar Amount 2,,Write the total dollar amount for specific link.,integer,0,99999,,"[screening_process_arm_1][sb_ecode_amount] = ""2"" or [screening_process_arm_1][sb_ecode_amount] = ""3"" or [screening_process_arm_1][sb_ecode_amount] = ""4"" or [screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_amazon_ecode_13,snowball_payment_info,,text,Amazon link Dollar Amount 3,,Write the total dollar amount for specific link.,integer,0,99999,,"[screening_process_arm_1][sb_ecode_amount] = ""3"" or [screening_process_arm_1][sb_ecode_amount] = ""4"" or [screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_amazon_ecode_14,snowball_payment_info,,text,Amazon link Dollar Amount 4,,Write the total dollar amount for specific link.,integer,0,99999,,"[screening_process_arm_1][sb_ecode_amount] = ""4"" or [screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_amazon_ecode_15,snowball_payment_info,,text,Amazon link Dollar Amount 5,,Write the total dollar amount for specific link.,integer,0,99999,,"[screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_amazon_ecode_16,snowball_payment_info,,text,Amazon link Dollar Amount 6,,Write the total dollar amount for specific link.,integer,0,99999,,"[screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_amazon_ecode_17,snowball_payment_info,,text,Amazon link Dollar Amount 7,,Write the total dollar amount for specific link.,integer,0,99999,,"[screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_amazon_ecode_18,snowball_payment_info,,text,Amazon link Dollar Amount 8,,Write the total dollar amount for specific link.,integer,0,99999,,"[screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_amazon_ecode_19,snowball_payment_info,,text,Amazon link Dollar Amount 9,,Write the total dollar amount for specific link.,integer,0,99999,,"[screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_amazon_ecode_20,snowball_payment_info,,text,Amazon link Dollar Amount 10,,Write the total dollar amount for specific link.,integer,0,99999,,"[screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
payment_instructions_sb,snowball_payment_info,,descriptive,"STOP! <P>Before you mark this form as complete, ""Save and Exit."" <p>Open the ""Participant Receipt Snowball"" and sign the witness signature. ""Save and Exit"" that form. <p>Return here, mark this form as complete! ",,,,,,,,,,,,,
sb_participant_receipt_1,participant_receipt_snowball,Project Director: David V Smith,text,Today's Date,,,date_ymd,,,,,,,,,,
sb_participant_receipt_2,participant_receipt_snowball,Participant Certification,descriptive,I have participated in a research project under the above-listed project director. I have received $[snowball_payment_total] in Amazon e-gift cards as compensation for my participation.,,,,,,,,,,,,,
sb_participant_receipt_3,participant_receipt_snowball,,text,Subject Name,,,,,,,,,,,,,
sb_participant_receipt_4,participant_receipt_snowball,,text,Participant Address,,,,,,,,,,,,,
sb_participant_receipt_5,participant_receipt_snowball,Amazon ecode links - Click on Link to Redeem,descriptive,Amazon link link 1: [sb_amazon_ecode_1],,,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""1"" or [screening_process_arm_1][sb_ecode_amount] = ""2"" or [screening_process_arm_1][sb_ecode_amount] = ""3"" or [screening_process_arm_1][sb_ecode_amount] = ""4"" or [screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_6,participant_receipt_snowball,,descriptive,Amazon link link 2: [sb_amazon_ecode_2],,,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""2"" or [screening_process_arm_1][sb_ecode_amount] = ""3"" or [screening_process_arm_1][sb_ecode_amount] = ""4"" or [screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_7,participant_receipt_snowball,,descriptive,Amazon link link 3: [sb_amazon_ecode_3],,,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""3"" or [screening_process_arm_1][sb_ecode_amount] = ""4"" or [screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_8,participant_receipt_snowball,,descriptive,Amazon link link 4: [sb_amazon_ecode_4],,,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""4"" or [screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_9,participant_receipt_snowball,,descriptive,Amazon link link 5: [sb_amazon_ecode_5],,,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_10,participant_receipt_snowball,,descriptive,Amazon link link 6: [sb_amazon_ecode_6],,,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_11,participant_receipt_snowball,,descriptive,Amazon link link 7: [sb_amazon_ecode_7],,,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_12,participant_receipt_snowball,,descriptive,Amazon link link 8: [sb_amazon_ecode_8],,,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_13,participant_receipt_snowball,,descriptive,Amazon link link 9: [sb_amazon_ecode_9],,,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_14,participant_receipt_snowball,,descriptive,Amazon link link 10: [sb_amazon_ecode_10],,,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_15,participant_receipt_snowball,Amazon ecode link  - Amount (in US Dollars),calc,Amazon link link 1 amount,[sb_amazon_ecode_11],,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""1"" or [screening_process_arm_1][sb_ecode_amount] = ""2"" or [screening_process_arm_1][sb_ecode_amount] = ""3"" or [screening_process_arm_1][sb_ecode_amount] = ""4"" or [screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_16,participant_receipt_snowball,,calc,Amazon link link 2 amount,[sb_amazon_ecode_12],,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""2"" or [screening_process_arm_1][sb_ecode_amount] = ""3"" or [screening_process_arm_1][sb_ecode_amount] = ""4"" or [screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_17,participant_receipt_snowball,,calc,Amazon link link 3 amount,[sb_amazon_ecode_13],,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""3"" or [screening_process_arm_1][sb_ecode_amount] = ""4"" or [screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_18,participant_receipt_snowball,,calc,Amazon link link 4 amount,[sb_amazon_ecode_14],,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""4"" or [screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_19,participant_receipt_snowball,,calc,Amazon link link 5 amount,[sb_amazon_ecode_15],,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""5"" or [screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_20,participant_receipt_snowball,,calc,Amazon link link 6 amount,[sb_amazon_ecode_16],,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""6"" or [screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_21,participant_receipt_snowball,,calc,Amazon link link 7 amount,[sb_amazon_ecode_17],,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""7"" or [screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_22,participant_receipt_snowball,,calc,Amazon link link 8 amount,[sb_amazon_ecode_18],,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""8"" or [screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_23,participant_receipt_snowball,,calc,Amazon link link 9 amount,[sb_amazon_ecode_19],,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""9"" or [screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_24,participant_receipt_snowball,,calc,Amazon link link 10 amount,[sb_amazon_ecode_20],,,,,,"[screening_process_arm_1][sb_ecode_amount] = ""10""",,,,,,
sb_participant_receipt_25,participant_receipt_snowball,Signatures,file,Witness Signature,,This should be filled out by the research assistant. ,signature,,,,,,,,,,
sb_participant_receipt_26,participant_receipt_snowball,,file,Subject Signature,,This should be filled out by the participant. ,signature,,,,,y,,,,,
comlog_status,communication_log,COMMUNICATION LOG,descriptive,Communication Log Status,,,,,,,,,,,,,
recontact_status_date,communication_log,,text,Date of Last Communication,,MM-DD-YYYY ***update with each new communication,date_mdy,,,,,,,,,,
recontact_status,communication_log,,radio,Does the participant need to be recontacted?,"0, NO, DOES NOT QUALIFY | 1, Needs to be recontacted | 2, Does not need to be recontacted | 5, Needs to be recontacted for initial phone screen | 3, Finished Study | 4, Scheduled for Visit | 6, MOVE TO SRPAL/SRA Database!",,,,,,,,,,,,
recontact_status_ra,communication_log,,text,RA initials,,,,,,,,,,,,,
date_recontact,communication_log,,text,Next Date to be Contacted,,MM-DD-YYYY ***update with each new communication,date_mdy,,,,,,,,,,
time_recontact,communication_log,,text,Next Time to be Contacted,,HH:MM,time,,,,,,,,,,
followup_tally,communication_log,,dropdown,Follow - Up (FU) Tally:,"0,0 | 1,1 | 2,2 | 3,3 | 4,4 | 5,5 | 6,6 | 7,7 | 8,8 | 9,9 | 10,10 | 11, 11| 12,12 | 13,13 | 14,14 | 15,15 | 16, 16 | 17, 17| 18,18 | 19,19 | 20,20",,,,,,,,,,,,
reschedule_tally,communication_log,,dropdown,Rescheduling (RS) Tally (if relevant): ,"0,0 | 1,1 | 2,2 | 3,3 | 4,4 | 5,5 | 6,6 | 7,7 | 8,8 | 9,9 | 10,10 | 11, 11| 12,12 | 13,13 | 14,14 | 15,15 | 16, 16 | 17, 17| 18,18 | 19,19 | 20,20",,,,,,,,,,,,
recontact_notes,communication_log,,notes,Rapport Notes,,,,,,,,,,,,,
cl_1_new_com,communication_log,Communication 1,radio,New Communication,"1, yes",,,,,,,,,,,,
cl_1_new_com_date,communication_log,,text,Communication Date:,,MM-DD-YYYY,date_mdy,,,,[cl_1_new_com]='1',,,,,,
cl_1_new_com_time,communication_log,,text,Communication Time:,,HH:MM,time,,,,[cl_1_new_com]='1',,,,,,
cl_1_ra,communication_log,,text,RA Initials,,initials,,,,,[cl_1_new_com]='1',,,,,,
cl_1_com_type,communication_log,,radio,Type of Communication,"0, Incoming Call | 1, Outgoing Call | 2, Incoming Voicemail | 3, Outgoing Voicemail | 4, Incoming Email | 5, Outgoing Email | 6, Qualtrics Consent and Screener Completed | 7, Recruitment Event | 8, Incoming Text | 9, Outgoing Text",,,,,,[cl_1_new_com]='1',,,,,,
cl_1_com_notes,communication_log,,notes,Communication Notes:,,,,,,,[cl_1_new_com]='1',,,,,,
cl_2_new_com,communication_log,Communication 2,radio,New Communication,"1, yes",,,,,,[cl_1_new_com]='1',,,,,,
cl_2_new_com_date,communication_log,,text,Communication Date:,,MM-DD-YYYY,date_mdy,,,,[cl_2_new_com]='1',,,,,,
cl_2_new_com_time,communication_log,,text,Communication Time:,,HH:MM,time,,,,[cl_2_new_com]='1',,,,,,
cl_2_ra,communication_log,,text,RA Initials,,initials,,,,,[cl_2_new_com]='1',,,,,,
cl_2_com_type,communication_log,,radio,Type of Communication,"0, Incoming Call | 1, Outgoing Call | 2, Incoming Voicemail | 3, Outgoing Voicemail | 4, Incoming Email | 5, Outgoing Email | 6, Qualtrics Consent and Screener Completed | 7, Recruitment Event | 8, Incoming Text | 9, Outgoing Text",,,,,,[cl_2_new_com]='1',,,,,,
cl_2_com_notes,communication_log,,notes,Communication Notes:,,,,,,,[cl_2_new_com]='1',,,,,,
cl_3_new_com,communication_log,Communication 3,radio,New Communication,"1, yes",,,,,,[cl_2_new_com]='1',,,,,,
cl_3_new_com_date,communication_log,,text,Communication Date:,,MM-DD-YYYY,date_mdy,,,,[cl_3_new_com]='1',,,,,,
cl_3_new_com_time,communication_log,,text,Communication Time:,,HH:MM,time,,,,[cl_3_new_com]='1',,,,,,
cl_3_ra,communication_log,,text,RA Initials,,initials,,,,,[cl_3_new_com]='1',,,,,,
cl_3_com_type,communication_log,,radio,Type of Communication,"0, Incoming Call | 1, Outgoing Call | 2, Incoming Voicemail | 3, Outgoing Voicemail | 4, Incoming Email | 5, Outgoing Email | 6, Qualtrics Consent and Screener Completed | 7, Recruitment Event | 8, Incoming Text | 9, Outgoing Text",,,,,,[cl_3_new_com]='1',,,,,,
cl_3_com_notes,communication_log,,notes,Communication Notes:,,,,,,,[cl_3_new_com]='1',,,,,,
cl_4_new_com,communication_log,Communication 4,radio,New Communication,"1, yes",,,,,,[cl_3_new_com]='1',,,,,,
cl_4_new_com_date,communication_log,,text,Communication Date:,,MM-DD-YYYY,date_mdy,,,,[cl_4_new_com]='1',,,,,,
cl_4_new_com_time,communication_log,,text,Communication Time:,,HH:MM,time,,,,[cl_4_new_com]='1',,,,,,
cl_4_ra,communication_log,,text,RA Initials,,initials,,,,,[cl_4_new_com]='1',,,,,,
cl_4_com_type,communication_log,,radio,Type of Communication,"0, Incoming Call | 1, Outgoing Call | 2, Incoming Voicemail | 3, Outgoing Voicemail | 4, Incoming Email | 5, Outgoing Email | 6, Qualtrics Consent and Screener Completed | 7, Recruitment Event | 8, Incoming Text | 9, Outgoing Text",,,,,,[cl_4_new_com]='1',,,,,,
